"","quarter","down","yards_to_go","play_type","offensive_formation","offensive_personnel","defenders_in_box","pass_rushers","defensive_personnel","dropback_type","absolute_yardline","play_result","score_diff","side","time_remaining","close_game","penalty","dbs","epa_bi","pass_result"
"1449","4","3",4,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,3,"3 DL, 3 LB, 5 DB","TRADITIONAL",21,8,14,"own",22.1833333333333,"0","0",5,"1","C"
"1450","4","1",3,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",8,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",13,3,14,"own",21.45,"0","0",5,"1","C"
"1451","4","1",5,"play_type_pass","I_FORM","2 RB, 1 TE, 2 WR",8,4,"3 DL, 4 LB, 4 DB","DESIGNED_ROLLOUT_RIGHT",40,12,7,"other",21.3,"0","0",4,"1","C"
"1452","4","2",5,"play_type_pass","SINGLEBACK","1 RB, 3 TE, 1 WR",8,4,"3 DL, 4 LB, 4 DB","TRADITIONAL",57,30,7,"other",20.1166666666667,"0","0",4,"1","C"
"1453","4","1",10,"play_type_pass","I_FORM","2 RB, 1 TE, 2 WR",8,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",87,10,7,"own",19.3833333333333,"0","0",4,"1","C"
"1454","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",85,0,14,"other",17.2833333333333,"0","0",5,"0","I"
"1455","4","2",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",85,26,14,"other",17.2166666666667,"0","0",5,"1","C"
"1456","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",59,27,14,"own",16.8166666666667,"0","1",5,"1","C"
"1457","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",32,0,14,"own",16.4333333333333,"0","0",5,"0","IN"
"1458","4","3",12,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",4,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",55,7,14,"other",14.8833333333333,"0","0",5,"0","C"
"1459","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",106,5,14,"other",13.9333333333333,"0","0",5,"1","C"
"1460","4","2",5,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",101,7,14,"other",13.85,"0","0",5,"1","C"
"1461","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",4,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",94,22,14,"other",13.3833333333333,"0","0",5,"1","C"
"1462","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",4,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",72,11,14,"other",12.8833333333333,"0","0",5,"1","C"
"1463","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",61,51,14,"other",12.5,"0","0",5,"1","C"
"1464","4","2",10,"play_type_pass","I_FORM","2 RB, 2 TE, 1 WR",8,4,"4 DL, 3 LB, 4 DB","DESIGNED_ROLLOUT_RIGHT",35,9,7,"other",12.2166666666667,"1","0",4,"0","C"
"1465","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",78,10,7,"other",11.35,"1","0",5,"1","C"
"1466","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",68,0,7,"other",10.9833333333333,"1","0",5,"0","I"
"1467","4","2",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",68,4,7,"other",10.8666666666667,"1","0",5,"0","C"
"1468","4","3",6,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",64,12,7,"other",10.4333333333333,"1","0",5,"1","C"
"1469","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",52,0,7,"own",10.3166666666667,"1","0",5,"0","I"
"1470","4","2",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",52,16,7,"own",10.1833333333333,"1","0",5,"1","C"
"1471","4","1",15,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",4,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",41,0,7,"own",10.0666666666667,"1","0",5,"0","I"
"1472","1","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",31,0,0,"other",69.95,"0","0",5,"0","I"
"1473","1","2",10,"play_type_pass","SHOTGUN","2 RB, 2 TE, 1 WR",7,4,"3 DL, 5 LB, 3 DB","TRADITIONAL",31,-2,0,"other",69.85,"0","1",3,"0","C"
"1474","1","3",12,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",4,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",29,0,0,"other",69.4833333333333,"0","0",6,"0","I"
"1475","1","2",15,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,3,"2 DL, 4 LB, 5 DB","TRADITIONAL",25,15,0,"own",68.1666666666667,"0","0",5,"1","C"
"1476","1","2",13,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",32,0,7,"other",67.4333333333333,"0","0",6,"0","C"
"1477","1","3",13,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",3,2,"2 DL, 3 LB, 6 DB","TRADITIONAL",32,0,7,"other",66.9,"0","0",6,"0","I"
"1478","1","2",9,"play_type_pass","EMPTY","0 RB, 1 TE, 4 WR",6,3,"2 DL, 4 LB, 5 DB","TRADITIONAL",80,10,7,"other",66.0333333333333,"0","0",5,"1","C"
"1479","1","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",70,40,7,"other",65.3833333333333,"0","0",5,"1","C"
"1480","1","2",9,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",29,19,7,"own",64.2166666666667,"0","0",5,"1","C"
"1481","1","2",7,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",24,14,14,"other",63.5,"0","0",5,"1","C"
"1482","1","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","SCRAMBLE",38,0,14,"other",62.9,"0","0",5,"0","I"
"1483","1","1",20,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",33,22,14,"other",62.0166666666667,"0","0",5,"1","C"
"1484","1","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",55,19,14,"other",61.4166666666667,"0","0",5,"1","C"
"1485","1","1",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",4,3,"3 DL, 3 LB, 5 DB","TRADITIONAL",74,5,14,"own",60.9333333333333,"0","0",5,"0","C"
"1486","1","2",5,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",79,0,14,"own",60.3333333333333,"0","0",5,"0","I"
"1487","1","3",5,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",79,0,14,"own",60.2666666666667,"0","0",5,"0","I"
"1488","1","1",10,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",7,5,"3 DL, 4 LB, 4 DB","SCRAMBLE_ROLLOUT_LEFT",71,17,14,"other",60.0666666666667,"0","0",4,"1","C"
"1489","1","2",5,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,6,"2 DL, 4 LB, 5 DB","TRADITIONAL",15,0,14,"own",57.55,"0","0",5,"0","I"
"1490","1","3",5,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,6,"2 DL, 3 LB, 6 DB","TRADITIONAL",15,5,14,"own",57.4833333333333,"0","0",6,"1","C"
"1491","1","2",11,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",28,6,21,"other",56.8333333333333,"0","0",5,"0","C"
"1492","1","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",34,19,21,"other",55.6666666666667,"0","0",5,"1","C"
"1493","1","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",53,12,21,"other",55.35,"0","0",5,"1","C"
"1494","2","1",5,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",50,14,21,"own",55,"0","0",5,"1","C"
"1495","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,3,"2 DL, 4 LB, 5 DB","TRADITIONAL",36,26,21,"own",54.5,"0","0",5,"1","C"
"1496","2","1",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,5,"2 DL, 4 LB, 5 DB","TRADITIONAL",35,4,14,"other",54.3333333333333,"0","0",5,"0","C"
"1497","2","2",6,"play_type_sack","I_FORM","2 RB, 2 TE, 1 WR",7,4,"3 DL, 4 LB, 4 DB","SCRAMBLE",39,-4,14,"other",53.7166666666667,"0","0",4,"0","S"
"1498","2","1",10,"play_type_pass","EMPTY","0 RB, 1 TE, 4 WR",4,3,"3 DL, 1 LB, 7 DB","TRADITIONAL",95,4,14,"other",52.1333333333333,"0","0",7,"0","C"
"1499","2","2",6,"play_type_pass","EMPTY","0 RB, 1 TE, 4 WR",3,3,"3 DL, 1 LB, 7 DB","TRADITIONAL",91,14,14,"other",51.4833333333333,"0","0",7,"1","C"
"1500","2","2",4,"play_type_pass","EMPTY","0 RB, 1 TE, 4 WR",4,5,"3 DL, 1 LB, 7 DB","TRADITIONAL",71,20,14,"other",50.2166666666667,"0","0",7,"1","C"
"1501","2","1",10,"play_type_pass","EMPTY","0 RB, 1 TE, 4 WR",4,3,"4 DL, 1 LB, 6 DB","TRADITIONAL",51,9,14,"own",49.5,"0","0",6,"1","C"
"1502","2","2",1,"play_type_pass","SHOTGUN","0 RB, 1 TE, 4 WR",6,3,"4 DL, 1 LB, 6 DB","TRADITIONAL",42,0,14,"own",48.7833333333333,"0","0",6,"0","I"
"1503","2","3",1,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,2,"4 DL, 2 LB, 5 DB","TRADITIONAL",42,6,14,"own",48.7,"0","0",5,"1","C"
"1504","2","1",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",6,3,"3 DL, 3 LB, 5 DB","TRADITIONAL",36,11,14,"own",48.05,"0","0",5,"1","C"
"1505","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",25,0,14,"own",47.3666666666667,"0","0",5,"0","I"
"1506","2","2",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",4,3,"3 DL, 3 LB, 5 DB","TRADITIONAL",25,11,14,"own",47.2833333333333,"0","0",5,"1","C"
"1507","2","1",2,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",8,6,"4 DL, 3 LB, 4 DB","TRADITIONAL",12,2,14,"own",46.5166666666667,"0","0",4,"1","C"
"1508","2","2",1,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"2 DL, 3 LB, 6 DB","TRADITIONAL",44,9,8,"other",45.85,"0","0",6,"1","C"
"1509","2","3",12,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"2 DL, 3 LB, 6 DB","SCRAMBLE",51,0,8,"other",43.4333333333333,"0","0",6,"0","I"
"1510","2","2",7,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",97,7,8,"other",42.6333333333333,"0","0",5,"1","C"
"1511","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",90,0,8,"other",42.0166666666667,"0","0",5,"0","I"
"1512","2","2",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",6,3,"3 DL, 3 LB, 5 DB","TRADITIONAL",90,32,8,"other",41.9666666666667,"0","0",5,"1","C"
"1513","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",37,3,8,"own",41.1,"0","0",5,"0","C"
"1514","2","2",7,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",34,10,8,"own",40.7,"0","0",5,"1","C"
"1515","2","1",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",6,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",24,0,8,"own",40.5666666666667,"0","0",5,"0","I"
"1516","2","2",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",24,0,8,"own",40.5,"0","0",5,"0","I"
"1517","2","3",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","SCRAMBLE_ROLLOUT_LEFT",24,14,8,"own",40.4,"0","0",5,"1","C"
"1518","3","1",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",4,5,"2 DL, 3 LB, 6 DB","TRADITIONAL",85,36,0,"other",40,"0","0",6,"1","C"
"1519","3","1",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",4,5,"2 DL, 3 LB, 6 DB","TRADITIONAL",49,0,0,"own",39.2666666666667,"0","0",6,"0","I"
"1520","3","2",10,"play_type_pass","EMPTY","0 RB, 1 TE, 4 WR",5,4,"2 DL, 3 LB, 6 DB","TRADITIONAL",49,13,0,"own",39.1833333333333,"0","0",6,"1","C"
"1521","3","2",9,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",6,4,"2 DL, 3 LB, 6 DB","TRADITIONAL",35,25,0,"own",37.7833333333333,"0","0",6,"1","C"
"1522","3","2",7,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",38,15,7,"other",37.0333333333333,"0","0",5,"1","C"
"1523","3","2",9,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","SCRAMBLE_ROLLOUT_RIGHT",54,21,7,"other",35.75,"0","0",5,"1","C"
"1524","3","2",1,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",84,0,7,"own",34.7333333333333,"0","0",5,"0","I"
"1525","3","3",1,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,2,"3 DL, 3 LB, 5 DB","TRADITIONAL",84,2,7,"own",34.6666666666667,"0","0",5,"1","C"
"1526","3","1",10,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",7,3,"4 DL, 3 LB, 4 DB","TRADITIONAL",86,0,7,"own",33.9666666666667,"0","0",4,"0","I"
"1527","3","2",10,"play_type_pass","I_FORM","6 OL, 2 RB, 1 TE, 1 WR",8,6,"4 DL, 4 LB, 3 DB","TRADITIONAL",86,19,7,"own",33.8666666666667,"0","0",3,"1","C"
"1528","3","1",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",4,4,"2 DL, 3 LB, 6 DB","TRADITIONAL",85,3,0,"other",32.2,"0","0",6,"0","C"
"1529","3","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"2 DL, 3 LB, 6 DB","TRADITIONAL",67,6,0,"other",31.1,"0","0",6,"0","C"
"1530","3","2",4,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,5,"2 DL, 3 LB, 6 DB","TRADITIONAL",61,8,0,"other",30.4333333333333,"0","0",6,"1","C"
"1531","3","1",10,"play_type_pass","SHOTGUN","2 RB, 1 TE, 2 WR",6,4,"3 DL, 4 LB, 4 DB","TRADITIONAL",53,31,0,"own",29.7333333333333,"0","0",4,"1","C"
"1532","3","1",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",22,9,0,"own",28.9666666666667,"0","0",5,"1","C"
"1533","3","2",1,"play_type_pass","I_FORM","2 RB, 2 TE, 1 WR",9,1,"3 DL, 4 LB, 4 DB","SCRAMBLE_ROLLOUT_RIGHT",13,3,0,"own",28.3166666666667,"0","0",4,"1","C"
"1534","3","1",10,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",7,5,"4 DL, 3 LB, 4 DB","TRADITIONAL",35,5,7,"other",28.25,"0","0",4,"0","C"
"1535","3","3",3,"play_type_pass","EMPTY","0 RB, 1 TE, 4 WR",7,6,"4 DL, 2 LB, 5 DB","TRADITIONAL",42,0,7,"other",26.95,"0","0",5,"0","I"
"1536","3","1",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",4,5,"2 DL, 3 LB, 6 DB","TRADITIONAL",75,25,7,"other",26.7666666666667,"0","0",6,"1","C"
"1537","4","1",20,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",74,2,7,"own",24.8166666666667,"0","0",5,"0","C"
"1538","4","2",13,"play_type_pass","EMPTY","0 RB, 1 TE, 4 WR",5,4,"2 DL, 3 LB, 6 DB","TRADITIONAL",81,29,7,"own",23.7833333333333,"0","1",6,"1","C"
"1539","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",85,13,14,"other",23.7,"0","0",5,"1","C"
"1540","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",72,2,14,"other",23.1,"0","0",5,"0","C"
"1541","4","2",8,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",70,0,14,"other",22.55,"0","0",5,"0","I"
"1542","4","3",8,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,5,"3 DL, 2 LB, 6 DB","TRADITIONAL",70,0,14,"other",22.4666666666667,"0","0",6,"0","I"
"1543","4","1",10,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",7,7,"3 DL, 4 LB, 4 DB","TRADITIONAL",11,0,14,"other",22.2333333333333,"0","0",4,"0","I"
"1544","4","1",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",80,0,12,"other",21.8333333333333,"0","0",5,"0","I"
"1545","4","2",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",80,11,12,"other",21.7666666666667,"0","0",5,"1","C"
"1546","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",69,0,12,"other",21.2666666666667,"0","0",5,"0","I"
"1547","4","2",10,"play_type_sack","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",69,-10,12,"other",21.2,"0","0",5,"0","S"
"1548","4","3",20,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",3,3,"2 DL, 3 LB, 6 DB","TRADITIONAL",79,18,12,"other",20.55,"0","1",6,"0","C"
"1549","4","3",25,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",3,3,"2 DL, 3 LB, 6 DB","TRADITIONAL",84,18,12,"other",20.0333333333333,"0","0",6,"0","C"
"1550","4","1",10,"play_type_pass","EMPTY","0 RB, 1 TE, 4 WR",4,4,"2 DL, 3 LB, 6 DB","TRADITIONAL",30,0,12,"other",19.2666666666667,"0","0",6,"0","I"
"1551","4","3",2,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"2 DL, 3 LB, 6 DB","SCRAMBLE_ROLLOUT_RIGHT",38,4,12,"other",18.4333333333333,"0","0",6,"1","C"
"1552","4","2",5,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,3,"2 DL, 3 LB, 6 DB","TRADITIONAL",47,11,12,"other",16.65,"0","0",6,"1","C"
"1553","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,3,"2 DL, 3 LB, 6 DB","TRADITIONAL",74,2,12,"own",15.1666666666667,"0","0",6,"0","C"
"1554","4","1",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","SCRAMBLE_ROLLOUT_LEFT",76,46,12,"other",15.05,"0","0",5,"1","C"
"1555","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",30,0,12,"own",14.8666666666667,"0","0",5,"0","I"
"1556","4","2",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",30,7,12,"own",14.8166666666667,"0","0",5,"1","C"
"1557","4","3",3,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",23,0,12,"own",14.1166666666667,"0","0",5,"0","I"
"1558","4","4",3,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",23,7,12,"own",14.0333333333333,"0","0",5,"1","C"
"1559","4","1",6,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",6,3,"3 DL, 3 LB, 5 DB","TRADITIONAL",16,0,12,"own",13.4666666666667,"0","0",5,"0","I"
"1560","4","2",6,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",16,5,12,"own",13.4,"0","0",5,"0","C"
"1561","4","3",1,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,6,"4 DL, 3 LB, 4 DB","DESIGNED_ROLLOUT_RIGHT",11,-2,12,"own",12.7666666666667,"0","0",4,"0","C"
"1562","1","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,3,"2 DL, 4 LB, 5 DB","TRADITIONAL",85,2,0,"other",70,"0","0",5,"0","C"
"1563","1","3",1,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",7,6,"2 DL, 4 LB, 5 DB","TRADITIONAL",63,18,0,"other",67.55,"0","0",5,"1","C"
"1564","1","1",10,"play_type_pass","SHOTGUN","2 RB, 1 TE, 2 WR",6,5,"2 DL, 4 LB, 5 DB","TRADITIONAL",45,0,0,"own",66.95,"0","0",5,"0","I"
"1565","1","3",2,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",6,5,"3 DL, 4 LB, 4 DB","TRADITIONAL",37,13,0,"own",66.1833333333333,"0","0",4,"1","C"
"1566","1","3",3,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",17,7,0,"own",64.5,"0","0",5,"1","C"
"1567","1","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",60,6,7,"own",63.7,"0","0",5,"0","C"
"1568","1","3",5,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,4,"4 DL, 1 LB, 6 DB","TRADITIONAL",65,1,7,"own",62.3333333333333,"0","0",6,"0","C"
"1569","1","3",6,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",5,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",96,0,7,"other",60.2166666666667,"0","0",5,"0","I"
"1570","1","1",10,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",6,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",48,3,7,"other",59.9666666666667,"0","0",4,"0","C"
"1571","1","1",10,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",58,0,7,"other",57.55,"0","0",5,"0","I"
"1572","1","1",12,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",107,0,7,"other",55.95,"0","0",5,"0","I"
"1573","1","2",12,"play_type_pass","SHOTGUN","1 RB, 3 TE, 1 WR",6,3,"3 DL, 4 LB, 4 DB","TRADITIONAL",107,0,7,"other",55.8833333333333,"0","0",4,"0","C"
"1574","1","3",12,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",107,22,7,"other",55.1666666666667,"0","0",5,"1","C"
"1575","2","1",10,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",8,5,"3 DL, 4 LB, 4 DB","TRADITIONAL",35,17,7,"other",55,"0","1",4,"1","C"
"1576","2","3",4,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,6,"2 DL, 4 LB, 5 DB","TRADITIONAL",73,0,7,"own",53.2833333333333,"0","0",5,"0","IN"
"1577","2","1",10,"play_type_pass","SINGLEBACK","1 RB, 3 TE, 1 WR",7,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",68,21,7,"other",53.15,"0","0",4,"1","C"
"1578","2","1",5,"play_type_sack","SINGLEBACK","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",42,-7,7,"own",52.4833333333333,"0","0",5,"0","S"
"1579","2","3",4,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,4,"4 DL, 1 LB, 6 DB","TRADITIONAL",41,0,7,"own",51.35,"0","0",6,"0","I"
"1580","2","1",10,"play_type_pass","EMPTY","1 RB, 2 TE, 2 WR",5,3,"3 DL, 4 LB, 4 DB","TRADITIONAL",35,6,4,"other",51.2,"0","0",4,"0","C"
"1581","2","2",4,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",7,3,"3 DL, 4 LB, 4 DB","TRADITIONAL",41,4,4,"other",50.75,"0","0",4,"1","C"
"1582","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",83,6,4,"own",49.4666666666667,"0","0",5,"1","C"
